Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.93,4.00,44.10,0.00,44.10,1.51,0.00
2.0,4.00,14.00,447.05,0.00,447.05,6.51,0.00
3.0,7.01,29.00,1051.00,126.36,1177.36,8.68,4.34
4.0,9.75,53.00,850.48,32.70,883.18,14.84,1.60
5.0,10.51,64.00,2294.46,0.00,2294.46,17.08,0.00
6.0,8.95,42.00,1677.28,0.00,1677.28,14.54,0.00
7.0,8.03,65.00,936.45,172.15,1108.60,9.18,6.20
8.0,8.65,72.00,2055.05,24.85,2079.90,13.50,0.88
9.0,6.16,90.00,1349.06,2.52,1351.58,8.74,2.04
10.0,9.19,115.00,2594.91,8.20,2603.11,13.72,1.94
11.0,0.38,32.00,126.89,1.00,127.89,0.62,0.00
12.0,4.33,45.00,418.10,0.00,418.10,7.04,0.00
13.0,6.82,58.00,1462.15,59.25,1521.40,10.09,1.60
14.0,5.00,75.00,1486.87,29.10,1515.97,7.13,1.60
15.0,10.62,99.00,2810.53,184.51,2995.04,13.44,6.10
16.0,2.63,38.00,1244.29,12.45,1256.74,3.27,1.60
17.0,15.00,92.00,766.86,167.90,934.76,20.64,5.98
18.0,10.62,118.00,1939.35,42.30,1981.65,15.68,2.54
19.0,10.28,136.00,2168.17,78.60,2246.77,15.70,1.60
20.0,13.48,161.00,3159.19,203.74,3362.93,18.63,5.25
21.0,10.71,44.00,847.40,194.90,1042.30,9.66,12.37
22.0,7.27,75.00,511.68,78.95,590.63,9.64,3.48
23.0,12.00,98.00,1681.97,232.05,1914.02,13.95,8.88
24.0,7.99,113.00,1988.46,16.40,2004.86,11.76,1.94
25.0,4.83,124.00,1391.76,63.45,1455.21,6.84,1.60
26.0,5.90,29.00,2164.08,9.70,2173.78,9.31,0.44
27.0,4.01,45.00,222.84,130.93,353.77,4.41,3.36
28.0,7.17,67.00,681.89,146.04,827.93,8.95,4.32
29.0,11.71,92.00,1749.31,0.00,1749.31,19.03,0.00
30.0,7.19,103.00,1816.68,0.00,1816.68,11.69,0.00
31.0,13.29,47.00,3424.24,127.50,3551.74,19.18,3.88
32.0,5.75,81.00,576.02,19.65,595.67,8.35,1.60
33.0,6.43,97.00,568.77,133.15,701.92,7.51,4.70
34.0,10.46,109.00,1639.91,45.30,1685.21,15.99,1.60
35.0,5.42,131.00,1193.31,0.00,1193.31,8.81,0.00
36.0,7.05,27.00,2373.31,0.00,2373.31,11.45,0.00
37.0,4.15,51.00,512.55,181.40,693.95,4.86,3.02
38.0,3.96,75.00,455.79,0.00,455.79,6.44,0.00
39.0,8.08,93.00,1374.29,107.20,1481.49,10.11,4.83
40.0,9.56,111.00,2206.78,75.25,2282.03,14.65,1.42
41.0,12.07,44.00,1635.33,140.50,1775.83,11.46,13.04
42.0,4.79,53.00,603.88,28.00,631.88,6.58,1.94
43.0,5.85,74.00,202.85,164.51,367.36,5.15,6.96
44.0,8.86,103.00,1112.80,0.00,1112.80,14.40,0.00
45.0,8.71,134.00,1400.72,46.65,1447.37,12.88,2.04
46.0,9.32,48.00,2516.47,0.00,2516.47,15.14,0.00
47.0,13.62,61.00,4432.69,81.70,4514.39,20.52,2.60
48.0,3.73,82.00,132.38,0.00,132.38,6.07,0.00
49.0,11.27,101.00,777.81,130.66,908.47,13.79,7.24
50.0,16.50,122.00,2662.08,0.00,2662.08,26.81,0.00
